resultDept,pbot15,hiCC,extraTxt 2,extraTxt 3,extraTxt 4,extraTxt 5,extraTxt 6,extraTxt 7,extraTxt 8,headerSect 3,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,dayInfo 4,dayInfo 5,dayInfo 6,weekDay 3,weekDay href,weekDay 4,weekDay href 2,colInst,colAvail,numCurr,numTot,numWait,onlineMeeting,weekDay 5,legendControl 2,legendControl 3,enConDesc,enConList,enConList 2,headerSect 8,headerSect 9,headerSect 10,headerSect 11,headerSect 12,headerSect 13,headerSect 14,colCode 2,colInst 2,colAvail 2,numCurr 2,numTot 2,numWait 2,onlineMeeting 2,legendControl 4,legendControl 5,enConDesc 2,headerSect 15,headerSect 16,headerSect 17,headerSect 18,headerSect 19,headerSect 20,headerSect 21,colCode 3,weekDay 6,dayInfo 7,dayInfo 8,dayInfo 9,colInst 3,colAvail 3,numCurr 3,numTot 3,numWait 3,onlineMeeting 3,legendControl 6,legendControl 7,enConDesc 3,enConList 3,extraTxt 12,weekDay 7,weekDay href 3,extraTxt 13,alignC,enConList 4
COMPG,Strategic Management,RSM392H1-S,"Introduces core ideas, concepts and models in the area of Strategic Management. Addresses the following questions: Why does firm performance vary across industries, and across firms within a given industry? What types of competitive strategies can managers pursue? When are different types of strategies more or less likely to be successful? Not eligible for CR/NCR option. Contact Rotman Commerce for details.",Completion of 9.0 credits; RSM219H1; RSM222H1,Prerequisite:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,LEC0101,Monday,—,09:00,11:00,Monday,—,10:00,12:00,RT 142,https://map.utoronto.ca/?id=1809#!m/494538,WO 35,https://map.utoronto.ca/?id=1809#!m/494558,"Liu, S.",of  available,0,50,Yes: 1 student,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 3   Rotman Commerce   (Faculty of Arts and Science),Year 4   Rotman Commerce   (Faculty of Arts and Science),Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,"Hoffman, M.",of  available,5,53,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0301,Monday,—,12:00,14:00,"Hoffman, M.",of  available,0,53,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 3   Rotman Commerce   (Faculty of Arts and Science),,WO 35,https://map.utoronto.ca/?id=1809#!m/494558,,,Year 4   Rotman Commerce   (Faculty of Arts and Science)
COMPG,Strategic Case Analysis,RSM393H1-S,"This course provides students with the opportunity to hone the critical skills of effective presentation, decisiveness and business acumen with a focus on learning-by-doing. Students will analyze and recommend solutions to business problems and develop abilities to present and defend recommendations in an impactful and effective manner. Not eligible for CR/NCR option. Contact Rotman Commerce for details.",Completion of 9.0 credits; RSM392H1,Prerequisite:,"RSM312H1 (Special Topics in Management: Case Analysis for Strategic Management), offered in Fall 2010/Fall 2011/Winter 2013",Exclusion:,Social Science,Distribution Requirement:,Room,LEC0101,Thursday,—,09:00,11:00,Thursday,—,11:00,13:00,RT 142,https://map.utoronto.ca/?id=1809#!m/494538,RT 142,https://map.utoronto.ca/?id=1809#!m/494538,"Rowley, T.",of  available,13,50,Yes: 0 student,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 3   Rotman Commerce   (Faculty of Arts and Science),Year 4   Rotman Commerce   (Faculty of Arts and Science),Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,"Rowley, T.",of  available,0,50,Yes: 2 students,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,,,,,,,,,,,,,,,,,,,,,,Year 3   Rotman Commerce   (Faculty of Arts and Science),Society and its Institutions (3),,,Breadth Requirement:,,Year 4   Rotman Commerce   (Faculty of Arts and Science)
COMPG,Social Entrepreneurship,RSM394H1-F,"In this course, students will learn how entrepreneurs create organizations that address social problems using innovative, sustainable approaches. Students will examine a variety of social venture forms and consider how such ventures can be evaluated, managed, and financed. Not eligible for CR/NCR option. Contact Rotman Commerce for details.",Completion of 9.0 credits,Prerequisite:,RSM318H1 (Special Topics in Management: Social Entrepreneurship); offered in Winter 2018; RSM318H1 (Special Topics in Management: Entrepreneurship for Social Ventures); offered in Winter 2015 and Winter 2016,Exclusion:,Social Science,Distribution Requirement:,Room,LEC0101,Thursday,—,09:00,11:00,,,,,,,,,"Armstrong, A.",of  available,0,60,Yes: 0 student,Online - Synchronous,—,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 3   Rotman Commerce   (Faculty of Arts and Science),Year 4   Rotman Commerce   (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thought, Belief and Behaviour (2)",,,Breadth Requirement:,,
SLA,Translation: Finnish-English,FIN400H1-F,"Written translation from Finnish to English. Students will apply their textual analysis skills in translating texts drawn from diverse sources and genres, while exploring the general theory of translation. Translation exercises will serve as the basis for training in comparative Finnish-English stylistics.",FIN300H1 or permission of instructor,Prerequisite:,FIN305H1,Recommended Preparation:,Humanities,Distribution Requirement:,Room,LEC9901,Tuesday,—,12:00,14:00,,,,,,,,,"Muhonen, A.",of  available,13,15,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thought, Belief and Behaviour (2)",,,Breadth Requirement:,,
COMPG,Independent Study Course,RSM401H1-F,Open when a faculty member is willing and able to supervise. Students must obtain the approval of the Director of Rotman Commerce and the supervising faculty member before they may enrol. Consult the Rotman Commerce Office for details. Not eligible for CR/NCR option.,Completion of 14.0 credits; Cumulative GPA of at least 2.70,Prerequisite:,Social Science,Distribution Requirement:,,,Room,LEC0101,1.0 hours / week,,,,,,,,,,,,"Mitchell, M.",of  available,9998,9999,No,Asynchronous,—,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPG,Independent Study Course,RSM403Y1-Y,Open when a faculty member is willing and able to supervise. Students must obtain the approval of the Director of Rotman Commerce and the supervising faculty member before they may enrol. Consult the Rotman Commerce Office for details. Not eligible for CR/NCR option.,Completion of 14.0 credits; Cumulative GPA of at least 2.70,Prerequisite:,Social Science,Distribution Requirement:,,,,LEC0101,3.0 hours / week,,,,,,,,,,,,,of  available,9998,9999,No,Asynchronous,—,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,Subtitle,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,—,
COMPG,Special Topics in Management,RSM410H1-F,"""","Topics and issues in Management. Content in any given year will depend on the instructor. Enrolment is usually restricted to 4th year students, but the course may also be open to 3rd year students in some academic sessions.",Prerequisite:,Please check the Rotman Commerce website () for a full course description and for specific prerequisites each session.,Distribution Requirement:,Completion of 9.0 or 14.0 credits as listed in the full course description in any given session. Please see the Rotman Commerce website for the course description and prerequisites.,"""",Room,LEC0101,Friday,—,11:00,13:00,,,,,RT 142,https://map.utoronto.ca/?id=1809#!m/494538,,,"Corts, K.",of  available,31,45,Yes: 0 student,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 4   Rotman Commerce   (Faculty of Arts and Science),Year 3   Rotman Commerce   (Faculty of Arts and Science),Subtitle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social Science,,,,,
COMPG,Special Topics in Management,RSM412H1-S,"""","Topics and issues in Management. Content in any given year will depend on the instructor. Enrolment is usually restricted to 4th year students, but the course may also be open to 3rd year students in some academic sessions.",Prerequisite:,Please check the Rotman Commerce website () for a full course description and for specific prerequisites each session.,Distribution Requirement:,Completion of 9.0 or 14.0 credits as listed in the full course description in any given session. Please see the Rotman Commerce website for the course description and prerequisites.,"""",Room,LEC0101,Thursday,—,11:00,13:00,,,,,WO 30,https://map.utoronto.ca/?id=1809#!m/494558,,,,of  available,41,50,Yes: 0 student,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 4   Rotman Commerce   (Faculty of Arts and Science),,Subtitle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social Science,,,,—,
COMPG,Special Topics in Management,RSM415H1-F,"""","Topics and issues in Management. Content in any given year will depend on the instructor. Enrolment is usually restricted to 4th year students, but the course may also be open to 3rd year students in some academic sessions.",Prerequisite:,Please check the Rotman Commerce website () for a full course description and for specific prerequisites each session.,Distribution Requirement:,Completion of 9.0 or 14.0 credits as listed in the full course description in any given session. Please see the Rotman Commerce website for the course description and prerequisites.,"""",Room,LEC0101,Monday,—,16:00,18:00,,,,,WO 20,https://map.utoronto.ca/?id=1809#!m/494558,,,"Feng, B.",of  available,32,50,Yes: 0 student,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 4   Rotman Commerce   (Faculty of Arts and Science),,Subtitle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social Science,,,,,
COMPG,Special Topics in Management,RSM416H1-F,"""","Topics and issues in Management. Content in any given year will depend on the instructor. Enrolment is usually restricted to 4th year students, but the course may also be open to 3rd year students in some academic sessions.",Prerequisite:,Please check the Rotman Commerce website () for a full course description and for specific prerequisites each session.,Distribution Requirement:,Completion of 9.0 or 14.0 credits as listed in the full course description in any given session. Please see the Rotman Commerce website for the course description and prerequisites.,"""",Room,LEC5101,Wednesday,—,18:00,20:00,,,,,RT 142,https://map.utoronto.ca/?id=1809#!m/494538,,,"Bandarapu Chetty, O.",of  available,19,50,Yes: 0 student,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 4   Rotman Commerce   (Faculty of Arts and Science),,Subtitle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social Science,,,,,
COMPG,Special Topics in Management,RSM417H1-F,"""","Topics and issues in Management. Content in any given year will depend on the instructor. Enrolment is usually restricted to 4th year students, but the course may also be open to 3rd year students in some academic sessions.",Prerequisite:,Please check the Rotman Commerce website () for a full course description and for specific prerequisites each session.,Distribution Requirement:,Completion of 9.0 or 14.0 credits as listed in the full course description in any given session. Please see the Rotman Commerce website for the course description and prerequisites.,"""",Room,LEC0101,Thursday,—,11:00,13:00,,,,,OI 4422,https://map.utoronto.ca/?id=1809#!m/494563,,,"Mahrt-Smith, J.",of  available,9,40,Yes: 0 student,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 3   Rotman Commerce   (Faculty of Arts and Science),Year 4   Rotman Commerce   (Faculty of Arts and Science),Subtitle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social Science,,,,,
COMPG,Special Topics in Management,RSM418H1-S,"""","Topics and issues in Management. Content in any given year will depend on the instructor. Enrolment is usually restricted to 4th year students, but the course may also be open to 3rd year students in some academic sessions.",Prerequisite:,Please check the Rotman Commerce website () for a full course description and for specific prerequisites each session.,Distribution Requirement:,Completion of 9.0 or 14.0 credits as listed in the full course description in any given session. Please see the Rotman Commerce website for the course description and prerequisites.,"""",Room,LEC0101,Wednesday,—,09:00,11:00,,,,,WO 20,https://map.utoronto.ca/?id=1809#!m/494558,,,"Adlam, W.",of  available,2,57,Yes: 0 student,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 4   Rotman Commerce   (Faculty of Arts and Science),,Subtitle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social Science,,,,,
SLA,Independent Study,FIN420Y1-Y,"A year-long reading and research project of significant depth in a major area in Finnish language, literature or culture approved and supervised by an instructor. Not eligible for CR/NCR option.",Humanities,Distribution Requirement:,,,,,,LEC0101,,—,,,,,,,,,,,,of  available,9999,9999,No,In Person,—,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,—,
COMPG,Advanced IT Audit and Data Analytics,RSM420H1-F,"This course is an extension of the study of areas covered in the introductory audit course and will include the application of risk and materiality to more advanced topic areas with a focus on digitized information. Other topics include special reports, future-oriented financial information and prospectuses. The course will incorporate the use of data analytics in auditing and will explore how to analyze financial data in order to assist in audit engagements. Not eligible for CR/NCR.",RSM323H1,Prerequisite:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,LEC0101,Wednesday,—,09:00,11:00,,,,,WO 25,https://map.utoronto.ca/?id=1809#!m/494558,,,"Khan, M.",of  available,20,50,Yes: 0 student,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 3   Rotman Commerce   (Faculty of Arts and Science),Year 4   Rotman Commerce   (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
